City,Population,LiteracyRate,Graduates,Location,StartupCount,PopulationScore,LiteracyScore,GraduateScore,StartupScore,OpportunityScore
Yavatmal ,116714,91.81,13511,"20.3887937,78.1204073",0.0,0.37412988972105266,18.58502024291498,0.12165841188544425,0.0,19.080808544521478
Ambarnath ,254003,89.04,26596,"19.1825167,73.1926023",0.0,0.8142134994843508,18.02429149797571,0.23948095052218754,0.0,19.07798594798225
Serampore ,183339,89.99,30060,"22.748331,88.3385053",0.0,0.5876981326282028,18.2165991902834,0.2706721827604511,0.0,19.07496950567205
Bhusawal ,187750,90.37,19815,"21.0455204,75.8010962",0.0,0.6018377126576728,18.29352226720648,0.17842213244838118,0.0,19.073782112312536
Bokaro Steel City ,413934,84.94,61034,"23.6692956,86.151112",0.0,1.3268766538015508,17.194331983805668,0.5495743846507442,0.0,19.070783022257963
Achalpur ,112293,91.99,8863,"21.257584,77.5086754",0.0,0.35995825442060214,18.62145748987854,0.07980597324703519,0.0,19.061221717546175
Sonipat ,277053,87.56,46858,"28.9287735,77.091281",0.0,0.8881008990942543,17.724696356275306,0.4219280485625155,0.0,19.034725303932078
Raurkela Town ,273217,87.95,38314,"22.260423,84.8535844",0.0,0.8758044971461593,17.803643724696357,0.34499447805335737,0.0,19.024442699895875
Panchkula ,210175,87.86,62655,"30.6942091,76.860565",0.0,0.673721657831299,17.785425101214575,0.5641705126698624,0.0,19.023317271715733
Medinipur ,169127,90.01,28498,"22.4308892,87.3214908",0.0,0.5421411815108081,18.220647773279353,0.25660731418188076,0.0,19.01939626897204
Roorkee ,118188,90.7,30594,"29.8542626,77.8880002",0.0,0.3788548366635688,18.360323886639677,0.2754805309172734,0.0,19.01465925422052
Durg ,268679,87.94,38428,"21.1904494,81.2849169",0.0,0.8612578151752377,17.801619433198383,0.3460209793452632,0.0,19.00889822771888
Bhiwandi ,711329,81.53,24688,"19.2812547,73.0482912",0.0,2.2801843851242065,16.504048582995953,0.2223005604787098,0.0,19.00653352859887
Habra ,149675,90.85,13824,"22.8488542,88.6639591",0.0,0.47978726839966546,18.39068825910931,0.12447678823953678,0.0,18.994952315748513
Chhindwara ,138266,90.37,28233,"22.057437,78.9381729",0.0,0.4432154097380868,18.29352226720648,0.25422114889806435,0.0,18.990958825842633
Puri ,201026,89.38,27062,"19.8133822,85.8314655",0.0,0.6443942904112988,18.09311740890688,0.24367699966278533,0.0,18.981188698980965
Delhi Cantonment ,116352,91.11,17317,"28.5961279,77.1587375",0.0,0.3729694889115609,18.44331983805668,0.15592914799942553,0.0,18.97221847496767
Jalpaiguri ,107351,91.11,20252,"26.5434772,88.7205256",0.0,0.3441165395020711,18.44331983805668,0.1823570540673538,0.0,18.969793431626105
Ratlam ,264810,87.88,36589,"23.3341696,75.0376325",0.0,0.8488556308329074,17.789473684210527,0.3294618927153075,0.0,18.967791207758744
Davanagere ,435128,84.89,40740,"14.4663438,75.9238397",0.0,1.3948145951174853,17.18421052631579,0.3668391458968988,0.0,18.945864267330176
Hassan ,133723,90.51,21042,"13.0068142,76.0995519",0.0,0.42865270013167506,18.32186234817814,0.18947052793231572,0.0,18.93998557624213
Seoni ,102377,91.16,16335,"22.0868691,79.5434841",0.0,0.3281722477164025,18.453441295546558,0.14708682985335889,0.0,18.928700373116317
Hazaribag ,142494,89.95,28889,"23.9966213,85.3691068",0.0,0.45676837830861483,18.208502024291498,0.260128033525172,0.0,18.925398436125285
Muzaffarpur ,351838,85.16,61914,"26.1208876,85.3647201",0.0,1.1278262431214396,17.238866396761136,0.5574982542724739,0.0,18.92419089415505
Neyveli ,105687,90.98,18507,"11.5432364,79.4760133",0.0,0.33878254241092665,18.417004048582996,0.16664438078335553,0.0,18.922430971777278
Karaikkudi ,106793,91.25,11778,"10.0731315,78.7801544",0.0,0.34232785538136273,18.47165991902834,0.10605379136901505,0.0,18.920041565778718
Ichalkaranji ,287570,87.85,22644,"16.7090008,74.4560807",0.0,0.9218134275843781,17.7834008097166,0.2038955724027829,0.0,18.90910980970376
Bikaner ,647804,79.86,73369,"28.0229348,73.3119159",0.0,2.076553276220991,16.16599190283401,0.6606436253144222,0.0,18.90318880436942
Kanchrapara ,122181,90.8,13808,"22.944101,88.4335019",0.0,0.3916545063660566,18.380566801619434,0.12433271788277805,0.0,18.89655402586827
Bhatpara ,390467,85.86,29055,"22.8562412,88.406454",0.0,1.2516525493917632,17.380566801619434,0.2616227634765438,0.0,18.893842114487743
Rewa ,235422,87.74,41109,"24.5372927,81.30418",0.0,0.7546516004756041,17.761133603238864,0.37016176849964677,0.0,18.885946972214114
Tiruvottiyur ,248059,88.21,25781,"13.1691914,80.3045793",0.0,0.7951598464135802,17.856275303643724,0.23214236672479005,0.0,18.883577516782093
Jamnagar ,529308,82.58,52049,"22.4707019,70.05773",0.0,1.6967111372112251,16.7165991902834,0.4686698749334237,0.0,18.881980202428046
Karnal ,286974,86.32,52911,"29.6856929,76.9904825",0.0,0.9199029334339441,17.473684210526315,0.4764316654037999,0.0,18.870018809364062
Karimnagar ,260899,86.75,52034,"18.4385553,79.1288412",0.0,0.8363188143524591,17.560728744939272,0.46853480897396244,0.0,18.865582368265695
Modinagar ,130161,90.0,24695,"28.8316307,77.5779592",0.0,0.41723461260844397,18.21862348178138,0.22236359125979172,0.0,18.858221685649614
Barrackpur ,154475,89.33,29910,"22.7674278,88.3883455",0.0,0.49517379847027443,18.082995951417004,0.2693215231658381,0.0,18.84749127305312
Secunderabad ,213698,87.75,42492,"17.4399295,78.4982741",0.0,0.6850147297977063,17.763157894736842,0.3826148499619789,0.0,18.83078747449653
Haldia ,200762,89.06,17487,"22.0666742,88.0698118",0.0,0.6435480312574153,18.02834008097166,0.15745989553998696,0.0,18.829348007769063
Kurichi ,125800,90.42,13160,"11.5707716,77.6966143",0.0,0.4032553089338761,18.303643724696357,0.11849786843404977,0.0,18.825396902064284
Madavaram ,118525,90.27,18525,"13.147819,80.2309861",0.0,0.3799350992956094,18.273279352226723,0.1668064599347091,0.0,18.82002091145704
Hoshiarpur ,168443,89.11,26629,"31.5143178,75.911483",0.0,0.5399486009757464,18.03846153846154,0.2397780956330024,0.0,18.81818823507029
Nadiad ,218150,88.28,27432,"22.6915853,72.8633635",0.0,0.6992857364381961,17.870445344129557,0.24700862666283077,0.0,18.81673970723058
Rohtak ,373133,84.08,65881,"28.8955152,76.606611",0.0,1.1960879426742768,17.020242914979757,0.5932186983513399,0.0,18.809549556005376
Dibrugarh ,138661,89.77,20878,"27.4728327,94.9119621",0.0,0.444481592941814,18.172064777327932,0.1879938067755388,0.0,18.804540177045283
Ambala ,196216,88.23,34943,"30.3781788,76.7766974",0.0,0.6289757050697093,17.860323886639677,0.3146406547637539,0.0,18.80394024647314
Tumkur ,305821,85.97,42163,"13.3709627,76.6412712",0.0,0.9803175026507706,17.402834008097166,0.3796524032511277,0.0,18.762803913999065
Saharanpur ,703345,77.94,80749,"29.967079,77.5510172",0.0,2.254591456773427,15.777327935222672,0.7270960773693834,0.0,18.759015469365483
Betul ,103341,90.27,17125,"21.9108031,77.9011842",0.0,0.3312623758389165,18.273279352226723,0.15420030371832083,0.0,18.75874203178396
Navsari ,160100,89.25,17425,"20.9467019,72.9520348",0.0,0.5132048883967693,18.0668016194332,0.15690162290754692,0.0,18.736908130737515
Bally City,115715,90.14,12354,"22.6500518,88.3423199",0.0,0.3709275681501072,18.246963562753038,0.11124032421232909,0.0,18.729131455115475
Robertson Pet ,146428,89.6,13400,"12.9551189,78.2698622",0.0,0.4693789219123181,18.13765182186235,0.12065892378543061,0.0,18.7276896675601
Bongaon ,110668,90.25,10286,"23.0440381,88.827703",0.0,0.35474927288628144,18.26923076923077,0.09261923060126412,0.0,18.716599272718316
Satna ,280248,86.33,37695,"24.6005075,80.8322428",0.0,0.8983425581725034,17.475708502024293,0.3394207561262542,0.0,18.713471816323054
Chikmagalur ,118496,89.79,13204,"13.315258,75.7754018",0.0,0.3798421390097662,18.17611336032389,0.11889406191513627,0.0,18.67484956124879
Cuddalore ,173361,88.54,21572,"11.744699,79.7680243",0.0,0.5557133832439245,17.923076923076923,0.19424285849994843,0.0,18.673033164820794
Bidar ,211944,87.65,25910,"17.9148799,77.5046101",0.0,0.679392235267738,17.74291497975709,0.23330393397615726,0.0,18.655611149000983
Murwara ,221875,87.42,27011,"23.7473807,80.365865",0.0,0.7112263248784083,17.696356275303643,0.2432177754006169,0.0,18.650800375582666
Rajahmundry ,343903,84.28,53604,"17.0005383,81.8040345",0.0,1.1023903855984643,17.060728744939272,0.48267171273091214,0.0,18.64579084326865
Ranibennur ,106365,89.98,9747,"14.6113428,75.6382657",0.0,0.3409558897834002,18.21457489878543,0.08776586045795465,0.0,18.643296649026784
Pathankot ,148357,88.6,24038,"32.2643375,75.6421121",0.0,0.4755623836844441,17.935222672064775,0.21644770223538665,0.0,18.627232757984604
Deoria ,129570,88.81,25206,"26.4270039,83.804868",0.0,0.41534014609350023,17.977732793522268,0.22696483827877342,0.0,18.62003777789454
Burari ,145584,88.81,17914,"28.7535212,77.1948241",0.0,0.4666734570415693,17.977732793522268,0.16130477318598538,0.0,18.605711023749823
Port Blair ,100608,89.76,12420,"11.6233774,92.7264828",0.0,0.3225016702799635,18.17004048582996,0.11183461443395883,0.0,18.604376770543883
Baripada Town ,110058,89.31,17589,"21.9322338,86.7516942",0.0,0.35279390135647487,18.078947368421055,0.15837834406432383,0.0,18.590119613841853
Bhilwara ,360009,84.27,41788,"25.321377,74.586953",0.0,1.1540186050395533,17.058704453441294,0.3762757542645951,0.0,18.58899881274544
Kancheepuram ,164265,88.35,18625,"12.8341735,79.7036402",0.0,0.5265559087601206,17.884615384615383,0.16770689966445113,0.0,18.578878193039955
Baidyabati ,121081,89.08,17224,"22.795783,88.3190717",0.0,0.3881284265582087,18.032388663967613,0.15509173905076545,0.0,18.575608829576584
Korba ,363210,84.28,38726,"22.3594501,82.7500595",0.0,1.1642794972803907,17.060728744939272,0.3487042897398945,0.0,18.573712531959558
Erode ,156953,88.39,19615,"11.3410364,77.7171642",0.0,0.5031170946192263,17.89271255060729,0.17662125298889714,0.0,18.572450898215415
Dewas ,289438,85.83,29848,"22.9622672,76.0507949",0.0,0.9278013522035234,17.374493927125506,0.268763250533398,0.0,18.571058529862427
Bahadurgarh ,170426,88.04,22521,"28.6924464,76.9239727",0.0,0.5463051612111668,17.82186234817814,0.2027880315352002,0.0,18.570955540924505
Halisahar ,126893,89.25,10802,"22.9441261,88.4193259",0.0,0.4067589500520377,18.0668016194332,0.09726549960673295,0.0,18.570826069091968
Chitradurga ,139914,88.76,16857,"14.2305594,76.3984537",0.0,0.44849811839566256,17.96761133603239,0.15178712524261223,0.0,18.567896579670666
Bid ,146237,88.56,19030,"18.9890893,75.7600785",0.0,0.4687666662365918,17.927125506072876,0.17135368056990632,0.0,18.567245852879378
Baleshwar Town ,118202,88.79,23170,"21.4869337,86.9246005",0.0,0.3788997140429414,17.97368421052632,0.20863188538122593,0.0,18.561215809950486
Amreli ,105980,89.47,11305,"21.6031774,71.2220832",0.0,0.3397217618506534,18.111336032388664,0.10179471144733532,0.0,18.552852505686655
Godhra ,143126,88.72,12053,"22.7788044,73.6142795",0.0,0.45879427143457835,17.959514170040485,0.10853000062580562,0.0,18.526838442100868
Rishra ,124585,88.89,14585,"22.7244023,88.3287896",0.0,0.3993605935097533,17.993927125506072,0.13132913458287354,0.0,18.5246168535987
Nagapattinam ,102838,89.49,8469,"10.7656082,79.8423888",0.0,0.32964999570860065,18.115384615384617,0.07625824071185164,0.0,18.521292851805068
Rewari ,140864,88.25,22539,"28.1927631,76.6239423",0.0,0.4515433691388039,17.864372469635626,0.20295011068655378,0.0,18.518865949460984
Mango ,224002,86.62,28682,"22.834024,86.219577",0.0,0.718044481015947,17.534412955465587,0.258264123284606,0.0,18.51072155976614
Rajnandgaon ,163122,87.95,19640,"21.0971034,81.0302222",0.0,0.5228919912870568,17.803643724696357,0.17684636292133263,0.0,18.503382078904746
Sultanpur ,107914,88.63,20475,"26.2647757,82.0727061",0.0,0.34592125125826956,17.941295546558706,0.18436503466467852,0.0,18.471581832481654
Khandwa ,200681,86.98,24431,"21.8257334,76.352571",0.0,0.6432883835624738,17.607287449392715,0.21998643037327278,0.0,18.47056226332846
Maheshtala ,449423,82.63,33247,"22.511976,88.2509941",0.0,1.4406376049840177,16.726720647773277,0.2993691969473292,0.0,18.466727449704624
Deoghar ,203116,86.8,27126,"24.4763201,86.6913222",0.0,0.6510938420462098,17.57085020242915,0.2442532810898202,0.0,18.466197325565176
Basirhat ,127135,88.25,20037,"22.6574017,88.8671766",0.0,0.4075346876097643,17.864372469635626,0.18042110864840843,0.0,18.452328265893797
Kalyani ,100620,88.75,17457,"22.9750855,88.4345078",0.0,0.32254013660514,17.965587044534416,0.15718976362106435,0.0,18.445316944760624
Kalol ,112126,88.69,14208,"23.2463895,72.5086513",0.0,0.35942293139522896,17.95344129554656,0.12793447680174613,0.0,18.440798703743535
Kharagpur ,206923,86.64,24881,"22.34601,87.2319753",0.0,0.6632972837084615,17.53846153846154,0.22403840915711187,0.0,18.425797231327113
Bharuch ,168729,87.66,14059,"21.7051358,72.9958748",0.0,0.5408653817257868,17.74493927125506,0.12659282160443053,0.0,18.412397474585276
Raurkela Industrial Township ,210412,86.6,22887,"22.1993143,84.8620054",0.0,0.6744813677535354,17.530364372469634,0.20608364094605602,0.0,18.410929381169225
Ambikapur ,114575,88.2,20857,"23.1354921,83.1817856",0.0,0.36727326725833753,17.85425101214575,0.18780471443229302,0.0,18.40932899383638
Hosur ,116821,88.24,15530,"12.7409127,77.8252923",0.0,0.3744728811205433,17.86234817813765,0.13983829002893564,0.0,18.37665934928713
Hoshangabad ,117956,87.97,18980,"22.744108,77.736967",0.0,0.37811115437682274,17.80769230769231,0.1709034607050353,0.0,18.356706922774165
Yamunanagar ,216628,85.91,29803,"30.1290485,77.2673901",0.0,0.694406924194974,17.39068825910931,0.26835805265501406,0.0,18.3534532359593
Panipat ,294150,84.29,37873,"29.3909464,76.9635023",0.0,0.9429057958895046,17.062753036437247,0.3410235388451951,0.0,18.346682371171948
Raigarh ,137097,87.55,20161,"21.8974003,83.3949632",0.0,0.43946814856047395,17.722672064777328,0.18153765391328858,0.0,18.343677867251092
Bhuj ,147123,87.5,16457,"23.2419997,69.6669324",0.0,0.47160676324545836,17.71255060728745,0.14818536632364415,0.0,18.332342736856553
Osmanabad ,112085,88.15,14303,"18.2069636,76.1783739",0.0,0.3592915047842091,17.844129554655872,0.12878989454500106,0.0,18.332210953985083
Parbhani ,307191,84.34,30035,"19.2609958,76.776665",0.0,0.9847090747750902,17.072874493927127,0.27044707282801556,0.0,18.328030641530233
Ambala Sadar ,104268,87.97,20618,"30.3248708,76.8432663",0.0,0.33423389945880283,17.80769230769231,0.1856526634782096,0.0,18.32757887062932
Faizabad ,167544,86.52,30658,"26.7732476,82.1441643",0.0,0.5370668321146053,17.51417004048583,0.27605681234430834,0.0,18.327293684944742
Hardoi ,126890,87.15,29166,"27.2978965,80.1875065",0.0,0.4067493334707436,17.6417004048583,0.26262225157655744,0.0,18.311071989905603
Nalgonda ,135163,87.08,26575,"17.0575707,79.2620294",0.0,0.4332686591528577,17.62753036437247,0.23929185817894166,0.0,18.300090881704268
Vidisha ,155959,86.88,22023,"23.5251102,77.8081363",0.0,0.499930800683771,17.587044534412954,0.19830384168108495,0.0,18.28527917677781
Vellore ,185895,86.67,15592,"12.9165167,79.1324986",0.0,0.595891459890802,17.544534412955464,0.14039656266137568,0.0,18.28082243550764
Bankura ,138036,87.27,19082,"23.2324146,87.0786044",0.0,0.4424781385055368,17.66599190283401,0.17182190922937216,0.0,18.280291950568916
Hardwar ,225235,84.99,38835,"29.9456906,78.1642478",0.0,0.7219968959278346,17.204453441295545,0.34968576904531323,0.0,18.27613610626869
Bijapur ,326360,83.43,37265,"16.8301708,75.710031",0.0,1.0461558237174866,16.888663967611336,0.3355488652883636,0.0,18.270368656617187
Jalna ,285349,84.61,23959,"19.8296893,75.8800305",0.0,0.9146939518996234,17.12753036437247,0.21573635484889048,0.0,18.25796067112098
Nabadwip ,125528,87.75,10083,"23.4036446,88.3676393",0.0,0.40238340556320834,17.763157894736842,0.09079133794988783,0.0,18.25633263824994
Patan ,125502,87.56,13430,"23.8493246,72.1266255",0.0,0.4023000618586592,17.724696356275306,0.12092905570435322,0.0,18.24792547383832
Motihari ,125183,87.2,19550,"26.6469624,84.9088938",0.0,0.4012774987143833,17.65182186234818,0.1760359671645648,0.0,18.229135328227127
Dimapur ,123777,87.48,12902,"25.8629885,93.7536663",0.0,0.39677052761453413,17.708502024291498,0.11617473393131536,0.0,18.22144728583735
Mandsaur ,141468,86.79,18225,"24.076836,75.0692952",0.0,0.4534795075060222,17.568825910931174,0.16410514074548305,0.0,18.18641055918268
Muzaffarnagar ,392451,80.99,58965,"29.4726817,77.7085091",0.0,1.2580123151542817,16.39473684210526,0.5309442866423818,0.0,18.183693443901923
Damoh ,124979,87.1,16544,"23.8380986,79.4421731",0.0,0.40062357118638237,17.63157894736842,0.14896874888851971,0.0,18.181171267443325
Sambalpur ,183383,85.74,26095,"21.4668716,83.9811665",0.0,0.5878391758205168,17.356275303643724,0.23496974747618,0.0,18.179084226940418
Chittoor ,153766,86.37,21345,"13.2218054,79.1010442",0.0,0.49290107975776154,17.483805668016196,0.19219886031343406,0.0,18.16890560808739
Bhagalpur ,398138,81.16,49656,"25.3478004,86.9824288",0.0,1.2762421477608552,16.42914979757085,0.44712235220069724,0.0,18.152514297532402
Thanesar ,154962,85.73,32979,"29.9696148,76.8197522",0.0,0.4967348901670216,17.35425101214575,0.2969560184716206,0.0,18.147941920784394
Bally ,291972,83.39,36100,"22.6500518,88.3423199",0.0,0.9359241578699657,16.880566801619434,0.325058742436869,0.0,18.14154970192627
Bhadravati ,150776,86.6,12406,"13.8329901,75.7080727",0.0,0.48331655373461135,17.530364372469634,0.11170855287179494,0.0,18.12538947907604
Jamalpur ,105221,87.38,10638,"25.312717,86.4906091",0.0,0.3372887667832383,17.68825910931174,0.09578877844995604,0.0,18.121336654544937
Khora ,189410,86.0,10482,"28.753915,77.3999054",0.0,0.6071588876404251,17.408906882591094,0.09438409247155848,0.0,18.110449862703074
English Bazar ,216083,84.69,28983,"25.0108408,88.1410967",0.0,0.6926599119265402,17.143724696356276,0.26097444687112953,0.0,18.097359055153948
Bareilly ,898167,70.17,110691,"28.3670355,79.4304381",0.0,2.8790986570684636,14.204453441295549,0.9967057412487389,0.0,18.080257839612752
Porbandar ,152136,86.46,9853,"21.6417069,69.6292654",0.0,0.4876760705879506,17.502024291497975,0.08872032657148118,0.0,18.078420688657406
Bathinda ,285813,82.84,43428,"30.210994,74.9454745",0.0,0.9161813164731156,16.76923076923077,0.3910429658323642,0.0,18.07645505153625
Etah ,118632,86.43,21588,"27.5587505,78.662567",0.0,0.3802780906951001,17.49595141700405,0.19438692885670716,0.0,18.07061643655586
Nandurbar ,111067,86.99,11451,"21.7468548,74.123996",0.0,0.3560282781984008,17.60931174089069,0.10310935345275865,0.0,18.06844937254185
Banswara ,100128,86.98,13852,"23.5461394,74.4349761",0.0,0.32096301727290266,17.607287449392715,0.12472891136386455,0.0,18.05297937802948
Greater Noida ,107676,86.54,20791,"28.4743879,77.5039904",0.0,0.3451583358089352,17.518218623481783,0.18721042421066328,0.0,18.05058738350138
Palanpur ,127125,86.44,15127,"24.174051,72.4330989",0.0,0.4075026323387838,17.497975708502025,0.13620951791807528,0.0,18.041687858758884
Arrah ,261099,83.41,35354,"25.5560443,84.6603307",0.0,0.8369599197720679,16.884615384615383,0.3183414620529935,0.0,18.039916766440445
Aurangabad ,101520,86.89,13141,"24.7457189,84.3804888",0.0,0.32542511099337923,17.589068825910932,0.11832678488539877,0.0,18.032820721789708
Azamgarh ,110980,86.43,19911,"26.0737044,83.1859458",0.0,0.355749397340871,17.49595141700405,0.17928655458893353,0.0,18.030987368933857
Gadag-Betigeri ,172813,85.56,15926,"15.4324651,75.6380337",0.0,0.5539567543941967,17.31983805668016,0.14340403135871402,0.0,18.01719884243307
Ballia ,104271,86.62,16114,"25.7584381,84.1487319",0.0,0.33424351604009694,17.534412955465587,0.14509685805062902,0.0,18.013753329556312
Ambur ,113856,86.83,7813,"12.7903613,78.7166084",0.0,0.3649684932748442,17.576923076923077,0.07035135608474398,0.0,18.012242926282664
Barshi ,118573,86.47,13351,"18.2333856,75.6941478",0.0,0.3800889645963156,17.504048582995953,0.12021770831785702,0.0,18.004355255910124
Surendranagar Dudhrej ,177827,85.34,17558,"22.7201319,71.649536",0.0,0.5700292672637869,17.275303643724698,0.15809920774810376,0.0,18.00343211873659
Bhadreswar ,101334,86.89,9225,"22.8275529,88.3456516",0.0,0.32482888295314316,17.589068825910932,0.0830655650687013,0.0,17.996963273932774
Beawar ,145809,85.96,13767,"26.1007337,74.3190747",0.0,0.46739470063862915,17.40080971659919,0.12396353759358382,0.0,17.992167954831405
Moradabad ,889810,70.65,91999,"28.8386481,78.7733286",0.0,2.8523100671101136,14.301619433198383,0.8283955469653604,0.0,17.982325047273857
Rajapalayam ,130119,86.25,11024,"9.4653377,77.5275463",0.0,0.4170999804703262,17.459514170040485,0.09926447580676023,0.0,17.97587862631757
Karawal Nagar ,224666,84.57,14478,"28.7283102,77.276926",0.0,0.7201729510090478,17.119433198380566,0.13036566407204958,0.0,17.96997181346166
Bhiwani ,197662,84.39,28123,"28.7751693,75.9927652",0.0,0.6336108972534804,17.082995951417004,0.25323066519534815,0.0,17.969837513865834
Batala ,156400,85.49,16436,"31.8183238,75.2070644",0.0,0.5013444381340082,17.305668016194332,0.14799627398039833,0.0,17.955008728308737
Etawah ,256790,82.89,38404,"26.8458148,79.1096901",0.0,0.8231473035065983,16.779352226720647,0.3458048738101252,0.0,17.94830440403737
Mainpuri ,117327,85.95,18745,"27.2177405,79.1096901",0.0,0.3760948778321533,17.398785425101217,0.16878742734014157,0.0,17.94366773027351
Neemuch ,128108,85.86,16428,"24.4763852,74.8624092",0.0,0.4106536654761606,17.380566801619434,0.14792423880201896,0.0,17.939144705897615
Mahbubnagar ,157902,84.77,30286,"16.7375089,78.0081221",0.0,0.5061591398352696,17.15991902834008,0.27270717654966803,0.0,17.93878534472502
Jagadhri ,124915,85.79,18738,"30.1680858,77.2969204",0.0,0.4004184174521076,17.366396761133604,0.1687243965590596,0.0,17.935539575144773
Aligarh ,872575,70.36,99341,"27.8973944,78.0880129",0.0,2.797062807575333,14.242914979757087,0.8945058319230197,0.0,17.934483619255438
Bagalkot ,112068,86.15,14090,"16.1725355,75.6557206",0.0,0.35923701082354237,17.43927125506073,0.12687195792065054,0.0,17.925380223804922
Gandhidham ,248705,83.34,24431,"23.075297,70.133673",0.0,0.7972306169189163,16.870445344129557,0.21998643037327278,0.0,17.887662391421745
Ganganagar ,224773,83.22,34347,"29.9038399,73.8771901",0.0,0.7205159424085384,16.846153846153847,0.30927403397449144,0.0,17.87594382253688
Kakinada ,312255,81.23,47823,"16.9890648,82.2474648",0.0,1.0009418639995826,16.44331983805668,0.43061729195452597,0.0,17.87487899401079
Morvi ,188278,84.59,15195,"22.8119895,70.8236195",0.0,0.6035302309654399,17.12348178137652,0.13682181693429987,0.0,17.86383382927626
Bhind ,197332,84.2,20470,"26.4450034,78.7476208",0.0,0.632553073311126,17.044534412955468,0.18432001267819137,0.0,17.861407498944786
Giridih ,114447,85.75,15112,"24.2841482,86.0937312",0.0,0.36686295978978795,17.358299595141702,0.136074451958614,0.0,17.861237006890104
Ongole ,202826,83.57,32491,"15.5057232,80.049922",0.0,0.6501642391877771,16.917004048582996,0.29256187259047955,0.0,17.859730160361252
